Textbox_value,Field1,Player,player_url,name,age,position,height_cm,weight_kg,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS_,AerialsWon,MotM,Rating
16368,Premier League - 2018/2019,	5,https://www.whoscored.com/Players/122366/Show/Anthony-Martial,Anthony Martial,27,",  AM(LR),FW  ",181,76,18(9),1624	,10	,2	,2	,-	,1.4	,79.3	,0.7	,2	,6.90
16368,Premier League - 2018/2019,	6,https://www.whoscored.com/Players/8166/Show/Ashley-Young,Ashley Young,37,",  D(LR),M(LR)  ",175,65,28(2),2569	,2	,2	,8	,1	,0.4	,77.5	,0.8	,-	,6.87
16368,Premier League - 2018/2019,	7,https://www.whoscored.com/Players/78498/Show/Romelu-Lukaku,Romelu Lukaku,30,",  AM(R),FW  ",191,93,22(10),2130	,12	,-	,4	,-	,1.7	,66.3	,2.9	,2	,6.84
16368,Premier League - 2018/2019,	8,https://www.whoscored.com/Players/81726/Show/Phil-Jones,Phil Jones,31,",  D(CR),DMC  ",180,71,15(3),1264	,-	,1	,1	,-	,0.3	,92.6	,2.6	,-	,6.81
16368,Premier League - 2018/2019,	9,https://www.whoscored.com/Players/71345/Show/Chris-Smalling,Chris Smalling,33,",  D(CR)  ",194,81,24,2128	,1	,-	,1	,-	,0.5	,86.2	,4.3	,1	,6.79
16368,Premier League - 2018/2019,	10,https://www.whoscored.com/Players/38128/Show/Nemanja-Matic,Nemanja Matic,34,",  DMC  ",194,85,28,2441	,1	,-	,6	,1	,0.4	,86.9	,2	,-	,6.76
16368,Premier League - 2018/2019,	11,https://www.whoscored.com/Players/25363/Show/Juan-Mata,Juan Mata,35,",  AM(CLR)  ",170,63,16(6),1295	,3	,2	,3	,-	,0.9	,86	,0.1	,-	,6.70
16368,Premier League - 2018/2019,	12,https://www.whoscored.com/Players/18296/Show/Antonio-Valencia,Antonio Valencia,37,",  D(R),M(R)  ",180,83,5(1),466	,-	,-	,2	,-	,0.3	,84.1	,0.5	,-	,6.68
16368,Premier League - 2018/2019,	13,https://www.whoscored.com/Players/100008/Show/Victor-Lindel%C3%B6f,Victor Lindelöf,28,",  D(CR)  ",187,80,29(1),2602	,1	,1	,1	,-	,0.3	,89.2	,2.3	,-	,6.68
16368,Premier League - 2018/2019,	14,https://www.whoscored.com/Players/22738/Show/Marouane-Fellaini,Marouane Fellaini,35,",  M(C)  ",194,85,6(8),748	,-	,1	,1	,-	,0.5	,81.2	,3.4	,-	,6.66
16368,Premier League - 2018/2019,	15,https://www.whoscored.com/Players/353418/Show/Diogo-Dalot,Diogo Dalot,24,",  D(LR),M(R)  ",183,76,12(4),1015	,-	,2	,3	,-	,0.9	,70.9	,1.4	,-	,6.63
16368,Premier League - 2018/2019,	16,https://www.whoscored.com/Players/25244/Show/Alexis-S%C3%A1nchez,Alexis Sánchez,34,",  M(CLR),FW  ",169,62,9(11),877	,1	,3	,3	,-	,0.9	,74.6	,0.4	,-	,6.60
16368,Premier League - 2018/2019,	17,https://www.whoscored.com/Players/109000/Show/Jesse-Lingard,Jesse Lingard,30,",  AM(CLR),FW  ",175,62,19(8),1670	,4	,2	,3	,-	,1.2	,85.7	,0.2	,1	,6.59
16368,Premier League - 2018/2019,	18,https://www.whoscored.com/Players/23220/Show/Matteo-Darmian,Matteo Darmian,33,",  D(CLR),M(LR)  ",182,70,5(1),444	,-	,-	,-	,-	,0.2	,85.1	,0.5	,-	,6.59
16368,Premier League - 2018/2019,	19,https://www.whoscored.com/Players/79554/Show/David-de-Gea,David de Gea,32,",  GK  ",192,76,38,3420	,-	,-	,1	,-	,-	,60	,0.1	,1	,6.52
16368,Premier League - 2018/2019,	20,https://www.whoscored.com/Players/114397/Show/Fred,Fred,30,",  M(C)  ",169,64,13(4),1045	,1	,1	,2	,-	,1	,86.3	,0.2	,1	,6.49
16368,Premier League - 2018/2019,	21,https://www.whoscored.com/Players/336915/Show/Scott-McTominay,Scott McTominay,26,",  D(C),DMC  ",193,88,9(7),863	,2	,-	,1	,-	,0.9	,83.3	,2.1	,1	,6.48
16368,Premier League - 2018/2019,	22,https://www.whoscored.com/Players/367782/Show/Mason-Greenwood,Mason Greenwood,21,",  AM(R),FW  ",181,70,1(2),116	,-	,-	,-	,-	,2.3	,85	,-	,-	,6.44
16368,Premier League - 2018/2019,	23,https://www.whoscored.com/Players/243814/Show/Eric-Bailly,Eric Bailly,29,",  D(CR)  ",187,77,8(4),639	,-	,-	,-	,1	,0.3	,87.1	,1.1	,-	,6.37
16368,Premier League - 2018/2019,	24,https://www.whoscored.com/Players/243254/Show/Andreas-Pereira,Andreas Pereira,27,",  M(CLR)  ",178,71,6(9),597	,1	,1	,5	,-	,0.5	,82.4	,0.2	,-	,6.26
16368,Premier League - 2018/2019,	25,https://www.whoscored.com/Players/70050/Show/Marcos-Rojo,Marcos Rojo,33,",  D(CL)  ",186,82,2(3),211	,-	,-	,2	,-	,1.2	,72.6	,0.6	,-	,6.15
16368,Premier League - 2018/2019,	26,https://www.whoscored.com/Players/338497/Show/Angel-Gomes,Angel Gomes,22,",  M(CL),FW  ",168,56,0(2),25	,-	,-	,-	,-	,1	,95.2	,-	,-	,6.08
16368,Premier League - 2018/2019,	27,https://www.whoscored.com/Players/365244/Show/Tahith-Chong,Tahith Chong,23,",  AM(CLR),FW  ",185,75,0(2),37	,-	,-	,-	,-	,1	,80	,-	,-	,6.07
16368,Premier League - 2018/2019,	28,https://www.whoscored.com/Players/367781/Show/James-Garner,James Garner,22,",  M(C)  ",186,78,0(1),1	,-	,-	,-	,-	,-	,-	,-	,-	,6.00
15151,Premier League - 2017/2018,	1,https://www.whoscored.com/Players/25244/Show/Alexis-S%C3%A1nchez,Alexis Sánchez,34,",  M(CLR),FW  ",169,62,12,1048	,2	,3	,1	,-	,1.6	,76.1	,0.5	,4	,7.55
15151,Premier League - 2017/2018,	2,https://www.whoscored.com/Players/97752/Show/Paul-Pogba,Paul Pogba,30,",  M(CL)  ",191,84,25(2),2151	,6	,10	,5	,1	,2.8	,85.3	,1.9	,4	,7.48
15151,Premier League - 2017/2018,	3,https://www.whoscored.com/Players/33831/Show/Sergio-Romero,Sergio Romero,36,",  GK  ",192,87,1,90	,-	,-	,-	,-	,-	,60	,-	,-	,7.34
15151,Premier League - 2017/2018,	4,https://www.whoscored.com/Players/78498/Show/Romelu-Lukaku,Romelu Lukaku,30,",  AM(R),FW  ",191,93,33(1),2869	,16	,7	,4	,-	,2.5	,68.4	,3.2	,2	,7.29
15151,Premier League - 2017/2018,	5,https://www.whoscored.com/Players/71345/Show/Chris-Smalling,Chris Smalling,33,",  D(CR)  ",194,81,28(1),2536	,4	,-	,4	,-	,0.4	,87.6	,3.7	,1	,7.24
15151,Premier League - 2017/2018,	6,https://www.whoscored.com/Players/81726/Show/Phil-Jones,Phil Jones,31,",  D(CR),DMC  ",180,71,23,1975	,-	,-	,2	,-	,0.1	,91.2	,2.5	,2	,7.21
15151,Premier League - 2017/2018,	7,https://www.whoscored.com/Players/38128/Show/Nemanja-Matic,Nemanja Matic,34,",  DMC  ",194,85,35(1),3119	,1	,1	,6	,-	,0.5	,87.7	,1.6	,-	,7.20
15151,Premier League - 2017/2018,	8,https://www.whoscored.com/Players/8166/Show/Ashley-Young,Ashley Young,37,",  D(LR),M(LR)  ",175,65,28(2),2448	,2	,4	,7	,-	,0.6	,79.5	,0.6	,4	,7.12
15151,Premier League - 2017/2018,	9,https://www.whoscored.com/Players/18296/Show/Antonio-Valencia,Antonio Valencia,37,",  D(R),M(R)  ",180,83,31,2743	,3	,1	,7	,-	,0.5	,85.3	,0.7	,-	,7.07
15151,Premier League - 2017/2018,	10,https://www.whoscored.com/Players/243814/Show/Eric-Bailly,Eric Bailly,29,",  D(CR)  ",187,77,11(2),1000	,1	,-	,2	,-	,0.2	,86.2	,1.3	,-	,7.03
15151,Premier League - 2017/2018,	11,https://www.whoscored.com/Players/28421/Show/Henrikh-Mkhitaryan,Henrikh Mkhitaryan,34,",  M(CLR),FW  ",177,75,11(4),931	,1	,5	,2	,-	,1	,82.5	,0.6	,1	,6.96
15151,Premier League - 2017/2018,	12,https://www.whoscored.com/Players/22738/Show/Marouane-Fellaini,Marouane Fellaini,35,",  M(C)  ",194,85,5(11),613	,4	,-	,1	,-	,0.6	,85.2	,2.4	,2	,6.94
15151,Premier League - 2017/2018,	13,https://www.whoscored.com/Players/122366/Show/Anthony-Martial,Anthony Martial,27,",  AM(LR),FW  ",181,76,18(12),1584	,9	,5	,1	,-	,1.6	,81.9	,0.5	,-	,6.87
15151,Premier League - 2017/2018,	14,https://www.whoscored.com/Players/25363/Show/Juan-Mata,Juan Mata,35,",  AM(CLR)  ",170,63,23(5),1933	,3	,5	,1	,-	,1	,86.7	,0.1	,1	,6.87
15151,Premier League - 2017/2018,	15,https://www.whoscored.com/Players/118244/Show/Luke-Shaw,Luke Shaw,27,",  D(CL),M(L)  ",185,75,8(3),789	,-	,-	,2	,-	,1.1	,84.9	,1.5	,-	,6.86
15151,Premier League - 2017/2018,	16,https://www.whoscored.com/Players/70033/Show/Daley-Blind,Daley Blind,33,",  D(CL),DMC,M(L)  ",180,72,4(3),361	,-	,-	,-	,-	,0.4	,85.3	,1.1	,-	,6.84
15151,Premier League - 2017/2018,	17,https://www.whoscored.com/Players/79554/Show/David-de-Gea,David de Gea,32,",  GK  ",192,76,37,3330	,-	,-	,-	,-	,-	,57.5	,0.1	,2	,6.83
15151,Premier League - 2017/2018,	18,https://www.whoscored.com/Players/109000/Show/Jesse-Lingard,Jesse Lingard,30,",  AM(CLR),FW  ",175,62,20(13),1823	,8	,5	,2	,-	,1.7	,87.8	,0.2	,1	,6.82
15151,Premier League - 2017/2018,	19,https://www.whoscored.com/Players/300299/Show/Marcus-Rashford,Marcus Rashford,25,",  AM(CLR),FW  ",180,70,17(18),1810	,7	,5	,3	,-	,1.7	,78.3	,0.5	,1	,6.76
15151,Premier League - 2017/2018,	20,https://www.whoscored.com/Players/2115/Show/Michael-Carrick,Michael Carrick,41,",  D(C),M(C)  ",188,74,1(1),109	,-	,-	,-	,-	,1	,84.8	,-	,-	,6.67
15151,Premier League - 2017/2018,	21,https://www.whoscored.com/Players/100008/Show/Victor-Lindel%C3%B6f,Victor Lindelöf,28,",  D(CR)  ",187,80,13(4),1284	,-	,-	,1	,-	,0.1	,90.8	,1.3	,-	,6.66
15151,Premier League - 2017/2018,	22,https://www.whoscored.com/Players/70050/Show/Marcos-Rojo,Marcos Rojo,33,",  D(CL)  ",186,82,8(1),642	,-	,-	,6	,-	,0.6	,81.6	,1.8	,-	,6.65
15151,Premier League - 2017/2018,	23,https://www.whoscored.com/Players/23220/Show/Matteo-Darmian,Matteo Darmian,33,",  D(CLR),M(LR)  ",182,70,5(3),444	,-	,-	,-	,-	,0.3	,83.6	,0.8	,1	,6.61
15151,Premier League - 2017/2018,	24,https://www.whoscored.com/Players/71174/Show/Ander-Herrera,Ander Herrera,33,",  M(C)  ",182,71,13(13),1262	,-	,2	,5	,-	,0.5	,87.6	,0.3	,-	,6.60
15151,Premier League - 2017/2018,	25,https://www.whoscored.com/Players/336915/Show/Scott-McTominay,Scott McTominay,26,",  D(C),DMC  ",193,88,7(6),630	,-	,-	,2	,-	,0.1	,88	,0.9	,-	,6.48
15151,Premier League - 2017/2018,	26,https://www.whoscored.com/Players/3281/Show/Zlatan-Ibrahimovic,Zlatan Ibrahimovic,41,",  FW  ",195,95,1(4),103	,-	,-	,-	,-	,0.8	,76.3	,1	,-	,6.20
15151,Premier League - 2017/2018,	27,https://www.whoscored.com/Players/299271/Show/Axel-Tuanzebe,Axel Tuanzebe,25,",  D(CR)  ",186,75,0(1),1	,-	,-	,-	,-	,-	,-	,-	,-	,6.00
15619,Champions League - 2017/2018,	1,https://www.whoscored.com/Players/78498/Show/Romelu-Lukaku,Romelu Lukaku,30,",  AM(R),FW  ",191,93,8,704	,5	,-	,-	,-	,3.3	,70.3	,4.5	,2	,7.70
15619,Champions League - 2017/2018,	2,https://www.whoscored.com/Players/118244/Show/Luke-Shaw,Luke Shaw,27,",  D(CL),M(L)  ",185,75,1,90	,-	,-	,-	,-	,2	,79.6	,2	,-	,7.67
15619,Champions League - 2017/2018,	3,https://www.whoscored.com/Players/70033/Show/Daley-Blind,Daley Blind,33,",  D(CL),DMC,M(L)  ",180,72,6,540	,1	,1	,1	,-	,0.5	,84.9	,1.5	,1	,7.45
15619,Champions League - 2017/2018,	4,https://www.whoscored.com/Players/28421/Show/Henrikh-Mkhitaryan,Henrikh Mkhitaryan,34,",  M(CLR),FW  ",177,75,3(1),285	,1	,-	,-	,-	,2	,83.3	,0.8	,-	,7.33
15619,Champions League - 2017/2018,	5,https://www.whoscored.com/Players/38128/Show/Nemanja-Matic,Nemanja Matic,34,",  DMC  ",194,85,6(1),564	,-	,-	,-	,-	,0.4	,89.2	,1.4	,1	,7.29
15619,Champions League - 2017/2018,	6,https://www.whoscored.com/Players/79554/Show/David-de-Gea,David de Gea,32,",  GK  ",192,76,6,540	,-	,-	,-	,-	,-	,54.7	,0.2	,1	,7.27
15619,Champions League - 2017/2018,	7,https://www.whoscored.com/Players/8166/Show/Ashley-Young,Ashley Young,37,",  D(LR),M(LR)  ",175,65,4,337	,-	,1	,1	,-	,0.5	,83.9	,0.5	,-	,7.27
15619,Champions League - 2017/2018,	8,https://www.whoscored.com/Players/22738/Show/Marouane-Fellaini,Marouane Fellaini,35,",  M(C)  ",194,85,2(1),221	,1	,-	,-	,-	,2.3	,82.4	,5	,-	,7.21
15619,Champions League - 2017/2018,	9,https://www.whoscored.com/Players/25244/Show/Alexis-S%C3%A1nchez,Alexis Sánchez,34,",  M(CLR),FW  ",169,62,2,165	,-	,-	,1	,-	,0.5	,76.6	,2	,-	,7.20
15619,Champions League - 2017/2018,	10,https://www.whoscored.com/Players/18296/Show/Antonio-Valencia,Antonio Valencia,37,",  D(R),M(R)  ",180,83,4,329	,-	,-	,1	,-	,0.5	,80	,0.5	,-	,7.13
15619,Champions League - 2017/2018,	11,https://www.whoscored.com/Players/71174/Show/Ander-Herrera,Ander Herrera,33,",  M(C)  ",182,71,5(1),375	,-	,-	,-	,-	,0.3	,91.6	,0.5	,-	,7.05
15619,Champions League - 2017/2018,	12,https://www.whoscored.com/Players/100008/Show/Victor-Lindel%C3%B6f,Victor Lindelöf,28,",  D(CR)  ",187,80,5,450	,-	,-	,-	,-	,-	,90.3	,1.2	,-	,6.98
15619,Champions League - 2017/2018,	13,https://www.whoscored.com/Players/300299/Show/Marcus-Rashford,Marcus Rashford,25,",  AM(CLR),FW  ",180,70,3(5),345	,3	,1	,1	,-	,2.4	,75.4	,0.4	,1	,6.94
15619,Champions League - 2017/2018,	14,https://www.whoscored.com/Players/122366/Show/Anthony-Martial,Anthony Martial,27,",  AM(LR),FW  ",181,76,4(4),343	,1	,2	,-	,-	,1.4	,79.3	,0.5	,1	,6.91
15619,Champions League - 2017/2018,	15,https://www.whoscored.com/Players/71345/Show/Chris-Smalling,Chris Smalling,33,",  D(CR)  ",194,81,8,720	,-	,-	,-	,-	,0.9	,93.2	,2.4	,-	,6.84
15619,Champions League - 2017/2018,	16,https://www.whoscored.com/Players/97752/Show/Paul-Pogba,Paul Pogba,30,",  M(CL)  ",191,84,3(2),279	,-	,1	,-	,-	,1	,86	,0.6	,-	,6.83
15619,Champions League - 2017/2018,	17,https://www.whoscored.com/Players/23220/Show/Matteo-Darmian,Matteo Darmian,33,",  D(CLR),M(LR)  ",182,70,2(1),203	,-	,-	,1	,-	,0.3	,83.1	,1	,-	,6.82
15619,Champions League - 2017/2018,	18,https://www.whoscored.com/Players/33831/Show/Sergio-Romero,Sergio Romero,36,",  GK  ",192,87,2,180	,-	,-	,-	,-	,-	,53.1	,-	,-	,6.70
15619,Champions League - 2017/2018,	19,https://www.whoscored.com/Players/25363/Show/Juan-Mata,Juan Mata,35,",  AM(CLR)  ",170,63,5(1),411	,-	,1	,-	,-	,0.5	,88.3	,-	,-	,6.68
15619,Champions League - 2017/2018,	20,https://www.whoscored.com/Players/299271/Show/Axel-Tuanzebe,Axel Tuanzebe,25,",  D(CR)  ",186,75,0(1),18	,-	,-	,-	,-	,-	,81.8	,-	,-	,6.66
15619,Champions League - 2017/2018,	21,https://www.whoscored.com/Players/336915/Show/Scott-McTominay,Scott McTominay,26,",  D(C),DMC  ",193,88,2(2),205	,-	,-	,1	,-	,0.8	,88.9	,1.5	,-	,6.66
15619,Champions League - 2017/2018,	22,https://www.whoscored.com/Players/243814/Show/Eric-Bailly,Eric Bailly,29,",  D(CR)  ",187,77,3,270	,-	,-	,1	,-	,-	,82.9	,-	,-	,6.60
15619,Champions League - 2017/2018,	23,https://www.whoscored.com/Players/70050/Show/Marcos-Rojo,Marcos Rojo,33,",  D(CL)  ",186,82,1,90	,-	,-	,-	,-	,1	,89	,1	,-	,6.55
15619,Champions League - 2017/2018,	24,https://www.whoscored.com/Players/109000/Show/Jesse-Lingard,Jesse Lingard,30,",  AM(CLR),FW  ",175,62,3(3),246	,-	,-	,2	,-	,0.7	,91.6	,0.3	,-	,6.23
15619,Champions League - 2017/2018,	25,https://www.whoscored.com/Players/3281/Show/Zlatan-Ibrahimovic,Zlatan Ibrahimovic,41,",  FW  ",195,95,0(1),16	,-	,-	,-	,-	,2	,58.3	,2	,-	,6.05
14368,Europa League - 2016/2017,	1,https://www.whoscored.com/Players/97752/Show/Paul-Pogba,Paul Pogba,30,",  M(CL)  ",191,84,15,1263	,3	,1	,2	,-	,3	,83.2	,2.9	,5	,7.74
14368,Europa League - 2016/2017,	2,https://www.whoscored.com/Players/3281/Show/Zlatan-Ibrahimovic,Zlatan Ibrahimovic,41,",  FW  ",195,95,9(2),899	,5	,3	,-	,-	,3.4	,73.9	,2.8	,3	,7.45
14368,Europa League - 2016/2017,	3,https://www.whoscored.com/Players/28421/Show/Henrikh-Mkhitaryan,Henrikh Mkhitaryan,34,",  M(CLR),FW  ",177,75,10(1),817	,6	,-	,3	,-	,2	,79.7	,0.6	,1	,7.33
14368,Europa League - 2016/2017,	4,https://www.whoscored.com/Players/71174/Show/Ander-Herrera,Ander Herrera,33,",  M(C)  ",182,71,9,810	,-	,1	,5	,-	,0.6	,86.2	,0.6	,-	,7.25
14368,Europa League - 2016/2017,	5,https://www.whoscored.com/Players/22738/Show/Marouane-Fellaini,Marouane Fellaini,35,",  M(C)  ",194,85,7(4),725	,1	,2	,2	,-	,1.5	,83.5	,4.9	,3	,7.25
14368,Europa League - 2016/2017,	6,https://www.whoscored.com/Players/70033/Show/Daley-Blind,Daley Blind,33,",  D(CL),DMC,M(L)  ",180,72,10(1),971	,-	,-	,1	,-	,0.1	,83.7	,1	,1	,7.21
14368,Europa League - 2016/2017,	7,https://www.whoscored.com/Players/23220/Show/Matteo-Darmian,Matteo Darmian,33,",  D(CLR),M(LR)  ",182,70,7,630	,-	,-	,-	,-	,-	,77.4	,1.6	,-	,7.17
14368,Europa League - 2016/2017,	8,https://www.whoscored.com/Players/18296/Show/Antonio-Valencia,Antonio Valencia,37,",  D(R),M(R)  ",180,83,8(1),751	,-	,1	,-	,-	,0.3	,84.2	,0.8	,-	,7.13
14368,Europa League - 2016/2017,	9,https://www.whoscored.com/Players/33831/Show/Sergio-Romero,Sergio Romero,36,",  GK  ",192,87,12,1110	,-	,-	,-	,-	,-	,59.9	,0.3	,-	,7.02
14368,Europa League - 2016/2017,	10,https://www.whoscored.com/Players/118244/Show/Luke-Shaw,Luke Shaw,27,",  D(CL),M(L)  ",185,75,4,390	,-	,-	,-	,-	,0.3	,88.9	,1.3	,-	,7.01
14368,Europa League - 2016/2017,	11,https://www.whoscored.com/Players/71345/Show/Chris-Smalling,Chris Smalling,33,",  D(CR)  ",194,81,8(2),678	,-	,1	,-	,-	,0.2	,83.9	,2.5	,-	,6.95
14368,Europa League - 2016/2017,	12,https://www.whoscored.com/Players/25363/Show/Juan-Mata,Juan Mata,35,",  AM(CLR)  ",170,63,9(1),721	,2	,1	,2	,-	,1	,85.4	,-	,-	,6.93
14368,Europa League - 2016/2017,	13,https://www.whoscored.com/Players/243814/Show/Eric-Bailly,Eric Bailly,29,",  D(CR)  ",187,77,11,990	,-	,-	,2	,2	,0.2	,91.7	,1.5	,-	,6.89
14368,Europa League - 2016/2017,	14,https://www.whoscored.com/Players/3859/Show/Wayne-Rooney,Wayne Rooney,37,",  M(CLR),FW  ",176,83,4(3),360	,2	,3	,-	,-	,1	,83.4	,0.4	,-	,6.89
14368,Europa League - 2016/2017,	15,https://www.whoscored.com/Players/2115/Show/Michael-Carrick,Michael Carrick,41,",  D(C),M(C)  ",188,74,5(2),466	,-	,-	,1	,-	,0.1	,92.5	,0.1	,-	,6.89
14368,Europa League - 2016/2017,	16,https://www.whoscored.com/Players/81726/Show/Phil-Jones,Phil Jones,31,",  D(CR),DMC  ",180,71,2(1),206	,-	,-	,-	,-	,-	,82	,2	,-	,6.88
14368,Europa League - 2016/2017,	17,https://www.whoscored.com/Players/300299/Show/Marcus-Rashford,Marcus Rashford,25,",  AM(CLR),FW  ",180,70,8(3),767	,2	,2	,-	,-	,1.9	,78.9	,0.2	,-	,6.86
14368,Europa League - 2016/2017,	18,https://www.whoscored.com/Players/70050/Show/Marcos-Rojo,Marcos Rojo,33,",  D(CL)  ",186,82,8(2),724	,-	,-	,-	,-	,0.5	,84.3	,1.2	,-	,6.79
14368,Europa League - 2016/2017,	19,https://www.whoscored.com/Players/109000/Show/Jesse-Lingard,Jesse Lingard,30,",  AM(CLR),FW  ",175,62,6(4),526	,2	,1	,1	,-	,1.7	,87	,0.4	,-	,6.71
14368,Europa League - 2016/2017,	20,https://www.whoscored.com/Players/8166/Show/Ashley-Young,Ashley Young,37,",  D(LR),M(LR)  ",175,65,3(4),329	,-	,-	,-	,-	,0.3	,72.7	,0.4	,-	,6.64
14368,Europa League - 2016/2017,	21,https://www.whoscored.com/Players/122366/Show/Anthony-Martial,Anthony Martial,27,",  AM(LR),FW  ",181,76,4(6),440	,1	,-	,1	,-	,1	,81.4	,0.5	,-	,6.58
14368,Europa League - 2016/2017,	22,https://www.whoscored.com/Players/4567/Show/Bastian-Schweinsteiger,Bastian Schweinsteiger,38,",  D(C),M(C)  ",183,79,0(1),28	,-	,-	,-	,-	,1	,96.3	,-	,-	,6.54
14368,Europa League - 2016/2017,	23,https://www.whoscored.com/Players/29544/Show/Morgan-Schneiderlin,Morgan Schneiderlin,33,",  DMC  ",181,75,2,136	,-	,-	,1	,-	,-	,94	,0.5	,-	,6.47
14368,Europa League - 2016/2017,	24,https://www.whoscored.com/Players/312739/Show/Timothy-Fosu-Mensah,Timothy Fosu-Mensah,25,",  D(CR)  ",185,80,1(3),96	,-	,-	,1	,-	,0.5	,86.9	,0.5	,-	,6.45
14368,Europa League - 2016/2017,	25,https://www.whoscored.com/Players/79554/Show/David-de-Gea,David de Gea,32,",  GK  ",192,76,3,270	,-	,-	,-	,-	,-	,70.8	,0.3	,-	,6.28
14368,Europa League - 2016/2017,	26,https://www.whoscored.com/Players/110154/Show/Memphis-Depay,Memphis Depay,29,",  AM(CL),FW  ",178,78,0(3),59	,-	,-	,-	,-	,1.7	,94.4	,0.3	,-	,6.19
13796,Premier League - 2016/2017,	1,https://www.whoscored.com/Players/338496/Show/Josh-Harrop,Josh Harrop,27,",  AM(CL)  ",177,71,1,90	,1	,-	,-	,-	,2	,97.6	,-	,1	,8.34
13796,Premier League - 2016/2017,	2,https://www.whoscored.com/Players/33831/Show/Sergio-Romero,Sergio Romero,36,",  GK  ",192,87,2,180	,-	,-	,-	,-	,-	,71.7	,-	,1	,8.17
13796,Premier League - 2016/2017,	3,https://www.whoscored.com/Players/136457/Show/Demetri-Mitchell,Demetri Mitchell,26,",  D(L),M(LR)  ",181,71,1,90	,-	,-	,-	,-	,-	,86	,-	,-	,8.15
13796,Premier League - 2016/2017,	4,https://www.whoscored.com/Players/97752/Show/Paul-Pogba,Paul Pogba,30,",  M(CL)  ",191,84,29(1),2610	,5	,4	,7	,-	,3.1	,85.1	,2.8	,4	,7.72
13796,Premier League - 2016/2017,	5,https://www.whoscored.com/Players/3281/Show/Zlatan-Ibrahimovic,Zlatan Ibrahimovic,41,",  FW  ",195,95,27(1),2437	,17	,5	,7	,-	,4.1	,73.6	,3	,5	,7.41
13796,Premier League - 2016/2017,	6,https://www.whoscored.com/Players/71174/Show/Ander-Herrera,Ander Herrera,33,",  M(C)  ",182,71,27(4),2467	,1	,6	,5	,1	,1.2	,87.6	,0.9	,5	,7.35
13796,Premier League - 2016/2017,	7,https://www.whoscored.com/Players/18296/Show/Antonio-Valencia,Antonio Valencia,37,",  D(R),M(R)  ",180,83,27(1),2483	,1	,3	,5	,-	,0.3	,85.8	,0.8	,-	,7.24
13796,Premier League - 2016/2017,	8,https://www.whoscored.com/Players/243814/Show/Eric-Bailly,Eric Bailly,29,",  D(CR)  ",187,77,24(1),2060	,-	,-	,4	,-	,0.2	,85.5	,1.5	,-	,7.23
13796,Premier League - 2016/2017,	9,https://www.whoscored.com/Players/70033/Show/Daley-Blind,Daley Blind,33,",  D(CL),DMC,M(L)  ",180,72,20(3),1830	,1	,2	,2	,-	,0.4	,85.9	,1.1	,-	,7.23
13796,Premier League - 2016/2017,	10,https://www.whoscored.com/Players/81726/Show/Phil-Jones,Phil Jones,31,",  D(CR),DMC  ",180,71,18,1585	,-	,-	,2	,-	,0.2	,89.3	,2.6	,-	,7.21
13796,Premier League - 2016/2017,	11,https://www.whoscored.com/Players/70050/Show/Marcos-Rojo,Marcos Rojo,33,",  D(CL)  ",186,82,18(3),1661	,1	,-	,5	,-	,0.7	,86	,2.2	,-	,7.16
13796,Premier League - 2016/2017,	12,https://www.whoscored.com/Players/25363/Show/Juan-Mata,Juan Mata,35,",  AM(CLR)  ",170,63,19(6),1628	,6	,3	,3	,-	,1.6	,89.7	,0.2	,1	,6.99
13796,Premier League - 2016/2017,	13,https://www.whoscored.com/Players/23220/Show/Matteo-Darmian,Matteo Darmian,33,",  D(CLR),M(LR)  ",182,70,15(3),1334	,-	,-	,3	,-	,0.1	,81.5	,1.4	,-	,6.95
13796,Premier League - 2016/2017,	14,https://www.whoscored.com/Players/122366/Show/Anthony-Martial,Anthony Martial,27,",  AM(LR),FW  ",181,76,18(7),1558	,4	,6	,2	,-	,1.7	,81.3	,0.8	,3	,6.94
13796,Premier League - 2016/2017,	15,https://www.whoscored.com/Players/22738/Show/Marouane-Fellaini,Marouane Fellaini,35,",  M(C)  ",194,85,18(10),1600	,1	,-	,9	,1	,0.8	,86	,3.4	,-	,6.91
13796,Premier League - 2016/2017,	16,https://www.whoscored.com/Players/118244/Show/Luke-Shaw,Luke Shaw,27,",  D(CL),M(L)  ",185,75,9(2),692	,-	,1	,1	,-	,0.5	,85.6	,1	,-	,6.90
13796,Premier League - 2016/2017,	17,https://www.whoscored.com/Players/28421/Show/Henrikh-Mkhitaryan,Henrikh Mkhitaryan,34,",  M(CLR),FW  ",177,75,15(9),1352	,4	,1	,1	,-	,1.4	,84.1	,0.4	,1	,6.90
13796,Premier League - 2016/2017,	18,https://www.whoscored.com/Players/8166/Show/Ashley-Young,Ashley Young,37,",  D(LR),M(LR)  ",175,65,8(4),758	,-	,1	,2	,-	,0.4	,83.2	,0.3	,-	,6.83
13796,Premier League - 2016/2017,	19,https://www.whoscored.com/Players/3859/Show/Wayne-Rooney,Wayne Rooney,37,",  M(CLR),FW  ",176,83,15(10),1540	,5	,5	,8	,-	,2.1	,84.2	,0.5	,-	,6.81
13796,Premier League - 2016/2017,	20,https://www.whoscored.com/Players/312584/Show/Joel-Pereira,Joel Pereira,26,",  GK  ",188,70,1,90	,-	,-	,-	,-	,-	,48.1	,-	,-	,6.78
